repo,analyzer_id,analyzer_version,severity,file,line,message,evidence_kind,matches_count,context,label,note
aiohttp,dup.block,5,warn,aiohttp/_websocket/reader_py.py,113,5+ line block duplicated in 2 places,,2,"        exc: type[BaseException] | BaseException, ⏎         exc_cause: builtins.BaseException = _EXC_SENTINEL, ⏎     ) -> None: ⏎         self._eof = True ⏎         self._exception = exc ⏎         if (waiter := self._waiter) is not None: ⏎             self._waiter = None",tp,"real logic dup, helper extraction viable"
aiohttp,dup.block,5,warn,aiohttp/client.py,357,5+ line block duplicated in 2 places,,2,"        self._timeout = timeout ⏎  ⏎         if ssl_shutdown_timeout is not sentinel: ⏎             warnings.warn( ⏎                 ""The ssl_shutdown_timeout parameter is deprecated and will be removed in aiohttp 4.0"", ⏎                 DeprecationWarning, ⏎                 stacklevel=2,",style,"parallel class (Client/AsyncClient), kwargs forwarding, symmetric method"
aiohttp,dup.block,5,warn,aiohttp/client_ws.py,176,5+ line block duplicated in 2 places,,2,"            return ⏎  ⏎         loop = self._loop ⏎         now = loop.time() ⏎         if now < self._heartbeat_when: ⏎             # Heartbeat fired too early, reschedule ⏎             self._heartbeat_cb = loop.call_at(",tp,"real logic dup, helper extraction viable"
aiohttp,dup.block,5,warn,aiohttp/client_ws.py,202,5+ line block duplicated in 2 places,,2,"                ping_task = asyncio.Task(coro, loop=loop, eager_start=True) ⏎         elif sys.version_info >= (3, 12): ⏎             ping_task = asyncio.Task(coro, loop=loop, eager_start=True) ⏎         else: ⏎             ping_task = asyncio.create_task(coro) ⏎  ⏎         if not ping_task.done():",style,"parallel class (Client/AsyncClient), kwargs forwarding, symmetric method"
aiohttp,dup.block,5,warn,aiohttp/client_ws.py,495,5+ line block duplicated in 2 places,,2," ⏎     async def receive_str(self, *, timeout: float | None = None) -> str | bytes: ⏎         """"""Receive TEXT message. ⏎  ⏎         Returns str when decode_text=True (default), bytes when decode_text=False. ⏎         """""" ⏎         msg = await self.receive(timeout)",boilerplate,docstring/Sphinx — string filter miss
aiohttp,dup.block,5,warn,aiohttp/connector.py,169,5+ line block duplicated in 2 places,,2,"                ssl_shutdown_timeout=ssl_shutdown_timeout, ⏎             ) ⏎         else: ⏎             return await loop.start_tls( ⏎                 transport, ⏎                 protocol, ⏎                 sslcontext,",style,"parallel class (Client/AsyncClient), kwargs forwarding, symmetric method"
aiohttp,dup.block,5,warn,aiohttp/http_parser.py,436,5+ line block duplicated in 3 places,,3,"                        if not empty_body and ( ⏎                             (length is not None and length > 0) or msg.chunked ⏎                         ): ⏎                             payload = StreamReader( ⏎                                 self.protocol, ⏎                                 timer=self.timer, ⏎                                 loop=loop,",style,"parallel class (Client/AsyncClient), kwargs forwarding, symmetric method"
aiohttp,dup.block,5,warn,aiohttp/http_parser.py,840,5+ line block duplicated in 4 places,,4,"            version_o, ⏎             status_i, ⏎             reason.strip(), ⏎             headers, ⏎             raw_headers, ⏎             close, ⏎             compression,",style,"parallel class (Client/AsyncClient), kwargs forwarding, symmetric method"
aiohttp,dup.block,5,warn,aiohttp/http_parser.py,1042,5+ line block duplicated in 2 places,,2,"                        if b""\n"" in chunk: ⏎                             exc = TransferEncodingError( ⏎                                 ""Bad chunk-size line ending, expected CRLF"" ⏎                             ) ⏎                             set_exception(self.payload, exc) ⏎                             raise exc ⏎                         self._chunk_tail = chunk",tp,"real logic dup, helper extraction viable"
aiohttp,dup.block,5,warn,aiohttp/payload.py,509,5+ line block duplicated in 2 places,,2,"        self._set_or_restore_start_position() ⏎         size = self.size  # Call size only once since it does I/O ⏎         return size, self._value.read( ⏎             min( ⏎                 DEFAULT_CHUNK_SIZE, ⏎                 size or DEFAULT_CHUNK_SIZE, ⏎                 remaining_content_len or DEFAULT_CHUNK_SIZE,",tp,"real logic dup, helper extraction viable"
